acc, loss, temp
0.05766347595433053, 2.3132099573614067, 6.668845176696777 
0.2348056740860339, 1.9025990166022513, 14.703006982803345 
0.36108868642601777, 1.6167412132593544, 5.49587869644165 
0.4601545381155576, 1.3938758621507805, 5.525461912155151 
0.5347710760004613, 1.2138685350044556, 5.719186067581177 
0.6204590012685964, 0.9974433563729436, 5.5602028369903564 
0.6605351170568562, 0.899764110556284, 5.119982957839966 
0.6724137931034483, 0.861714002125902, 5.450667858123779 
0.6853880751931727, 0.8304091755910946, 5.3913867473602295 
0.74806827355553, 0.6607012492782862, 5.414335012435913 
0.7599469496021221, 0.6290167802038987, 5.038224935531616 
0.7686541344712259, 0.6137276167929813, 5.323244571685791 
0.7837619651712605, 0.5883941201858989, 5.649181842803955 
0.801118671433514, 0.5477663605718751, 5.69985556602478 
0.8105178180140699, 0.5290420092129315, 5.298664569854736 
0.1184407796101949, 2.325026451499312, 5.7993690967559814 
0.3214738784453927, 1.8203734264640943, 5.451172828674316 
0.43172644447007263, 1.5604621284361957, 5.441375970840454 
0.5346557490485526, 1.277073362931255, 5.597227096557617 
0.6505593357167571, 1.0244937484299061, 5.379494667053223 
0.6770268711797948, 0.9326774530907241, 5.367436647415161 
0.6912697497405144, 0.8840630075707688, 5.419228553771973 
0.6981317033790797, 0.8641508993333794, 5.688542366027832 
0.7509514473532465, 0.7380925701802187, 5.4438111782073975 
0.7580440548956291, 0.7054444565317486, 5.575307846069336 
0.7740168377349786, 0.6588253053080232, 5.32262659072876 
0.7997924114865644, 0.5836704579311738, 5.695671796798706 
0.8281051781801407, 0.5183071836203306, 5.79360818862915 
0.8314496597854919, 0.49108014368564884, 5.357635974884033 
0.18619536385653326, 2.3407455362674794, 5.366007089614868 
0.3010610079575597, 2.0476299926795813, 5.201637506484985 
0.3986852727482413, 1.7619890996159822, 5.518609285354614 
0.5058240110713874, 1.4469472149155167, 5.422367334365845 
0.5977972552185445, 1.180963319963376, 5.417834043502808 
0.6347018798293161, 1.0797414981246007, 5.5177836418151855 
0.6924230192596009, 0.8831839931123846, 5.604780435562134 
0.7632337677315189, 0.6857597695792481, 5.684337377548218 
0.7917195248529582, 0.6003716928185279, 5.587068557739258 
0.7985238150155691, 0.5749701015971233, 5.540421962738037 
0.841425441125591, 0.45978363279969975, 5.318396091461182 
0.8439626340675815, 0.4481669146029524, 5.391014337539673 
0.8473071156729327, 0.4388186881621876, 5.43641996383667 
0.32954676507899894, 2.2509080510218893, 5.478111028671265 
0.4753200322915465, 1.7246548760314737, 5.669504165649414 
0.5698881328566486, 1.3907098613123043, 5.331707715988159 
0.6254757236766232, 1.1969749514184285, 5.403876781463623 
0.6930573174950986, 0.9432701342771785, 5.417567253112793 
0.7397647330181063, 0.8100343860748228, 5.49819540977478 
0.7822627147964479, 0.6710911565637669, 5.610626935958862 
0.8096528658747549, 0.5728730422081901, 5.78446626663208 
0.8460961826778918, 0.4507885053956613, 5.407668352127075 
0.8524391650328682, 0.4288162945959326, 5.5261616706848145 
0.4580786529812017, 1.6319522532535298, 5.509497165679932 
0.556164225579518, 1.3502519993154367, 5.9052817821502686 
0.7008995502248876, 0.9491444582751591, 5.630110025405884 
0.74806827355553, 0.8153620627926107, 5.381778955459595 
0.7844539268827125, 0.6982140726978818, 5.282059669494629 
0.7997347480106101, 0.6510489724159381, 5.670579671859741 
0.8325452658286242, 0.5588556538905499, 5.625417947769165 
0.8734863337561988, 0.441271203135328, 5.532191514968872 
0.46228808672586785, 1.4359485743279339, 5.216479063034058 
0.5295236996886172, 1.2502529841921484, 5.490488529205322 
0.6182101257063776, 1.0493012032300841, 5.414412260055542 
0.6870603159958483, 0.8708335637283889, 5.637556314468384 
