acc, loss, weigths_clients, entropy, temp
0.09825051553249518, 2.303953184485971, 1, 0, 8.822905540466309 
0.3095855783941994, 1.8764277420374662, 1, 0, 21.066986799240112 
0.5561764118938336, 1.3307216533489454, 1, 0, 7.3045244216918945 
0.660413756402581, 1.0948194332438816, 1, 0, 7.35952091217041 
0.7014567950508881, 0.9708893605921908, 1, 0, 7.111902952194214 
0.744695004323821, 0.8662744818804513, 1, 0, 7.119362115859985 
0.7649837025211202, 0.8254280924285623, 1, 0, 7.4942591190338135 
0.7834098317035855, 0.6742257245464116, 1, 0, 7.345830917358398 
0.7854054413623361, 0.6505568817321279, 1, 0, 7.1449058055877686 
0.7936539612851726, 0.6298318681370918, 1, 0, 7.034555912017822 
0.7941861238608395, 0.6170805619488738, 1, 0, 7.038762807846069 
0.7934544003192976, 0.5992185085632622, 1, 0, 7.389854192733765 
0.7949843677243398, 0.5823338263982523, 1, 0, 7.627394199371338 
0.7951839286902148, 0.5697885640074698, 1, 0, 7.122429132461548 
0.80429721279851, 0.5560648488430756, 1, 0, 7.384755849838257 
0.807290627286636, 0.5491525502282568, 1, 0, 6.993512392044067 
0.8078227898623029, 0.5405056182380691, 1, 0, 7.416861057281494 
0.8091531963014701, 0.531321267489668, 1, 0, 7.387439727783203 
0.8107496840284707, 0.521967607835419, 1, 0, 7.265334129333496 
0.810816204350429, 0.5215098113508276, 1, 0, 7.130115270614624 
0.8163373910729728, 0.5123583246112065, 1, 0, 7.331748008728027 
0.8207942526441828, 0.5059823474949261, 1, 0, 7.366075754165649 
0.8223907403711834, 0.502907151525673, 1, 0, 7.242549180984497 
0.8217255371515998, 0.4999186958643073, 1, 0, 7.306816577911377 
0.8216590168296415, 0.49933312522627354, 1, 0, 7.3652143478393555 
0.8232555045566421, 0.4912321465250709, 1, 0, 7.191469430923462 
0.8229229029468502, 0.4897788473459425, 1, 0, 7.348738431930542 
0.8251845938934345, 0.48705846522273843, 1, 0, 7.225130081176758 
0.8274462848400186, 0.4801547911326656, 1, 0, 7.371519088745117 
0.8286436506352691, 0.47751208064827527, 1, 0, 7.296804666519165 
0.8285771303133107, 0.47412495485607015, 1, 0, 7.404585599899292 
0.10097784873278787, 2.303522994897436, 1, 0, 7.445737838745117 
0.2797844741568549, 1.8735188754966925, 1, 0, 21.02975821495056 
0.5809219716623428, 1.2074742692449931, 1, 0, 7.382904291152954 
0.7043836892170559, 0.9494522309869321, 1, 0, 7.325871467590332 
0.7289962083416484, 0.8488214145017943, 1, 0, 7.521555423736572 
0.7585977516131178, 0.7638233180841061, 1, 0, 7.454334735870361 
0.7794186123860839, 0.7178727743887608, 1, 0, 7.300229549407959 
0.7830107097718353, 0.6830097717705897, 1, 0, 7.412633180618286 
0.7895962216457127, 0.666846045647817, 1, 0, 7.564025640487671 
0.7947182864365063, 0.6566400736422962, 1, 0, 7.463955640792847 
0.7956495709439234, 0.6299375251903955, 1, 0, 7.44917893409729 
0.8051619769839686, 0.6099259422064777, 1, 0, 7.47006630897522 
0.8092862369453868, 0.5939734733354807, 1, 0, 7.526262521743774 
0.8102175214528038, 0.5810521236308758, 1, 0, 7.499128580093384 
0.8138761391605135, 0.5654992429406343, 1, 0, 7.420339584350586 
