acc, loss, weigths_clients, entropy, temp
0.09825051553249518, 2.303953184485971, 0, 1, 8.747364282608032 
0.3073904077695736, 1.8724205915676806, 0, 1, 20.708025693893433 
0.5285039579591565, 1.3902552260110992, 0, 1, 6.844712018966675 
0.6436506352690747, 1.1415800344220803, 0, 1, 7.000546932220459 
0.6931417548060933, 0.9520797012945945, 0, 1, 7.088081121444702 
0.7238076232288965, 0.8792831546206626, 0, 1, 6.850174188613892 
0.7288631676977316, 0.82028498612146, 0, 1, 6.808544874191284 
0.7342513137763587, 0.7973106466670059, 0, 1, 7.039915561676025 
0.7376438501962349, 0.7617461055354079, 0, 1, 6.9736549854278564 
0.7390407769573605, 0.7339274081278456, 0, 1, 6.78281044960022 
0.7469566952704051, 0.7159631614625052, 0, 1, 6.6685872077941895 
0.7505487926561565, 0.7030333931157094, 0, 1, 7.1071882247924805 
0.7582651500033261, 0.6802113929712138, 0, 1, 7.231958389282227 
0.7609924832036187, 0.6702841800035076, 0, 1, 6.8668107986450195 
0.7612585644914521, 0.6583293192619559, 0, 1, 7.0348875522613525 
0.7621233286769108, 0.6391052982906107, 0, 1, 6.887783050537109 
0.765515865096787, 0.6316648083799566, 0, 1, 6.967560768127441 
0.7687088405507883, 0.6275587378651724, 0, 1, 6.682318449020386 
0.7674449544335794, 0.620661494403938, 0, 1, 6.646127462387085 
0.7701722876338721, 0.616490546134382, 0, 1, 7.274693727493286 
0.7705714095656223, 0.6077383477039698, 0, 1, 7.12732195854187 
0.7734317834098317, 0.602441942181709, 0, 1, 7.087932586669922 
0.7761591166101244, 0.5971576412596667, 0, 1, 6.944690942764282 
0.7782212465908335, 0.5904139454292182, 0, 1, 6.772723913192749 
0.777955165303, 0.5865947865923835, 0, 1, 7.057461977005005 
0.7772899620834165, 0.5864753813064794, 0, 1, 6.9132256507873535 
0.7787534091665004, 0.5769463879515625, 0, 1, 7.068280220031738 
0.7808155391472095, 0.5712860940020096, 0, 1, 7.082959175109863 
0.782212465908335, 0.5674982452736057, 0, 1, 7.036755084991455 
0.7798842546397925, 0.5662015868011652, 0, 1, 6.837565660476685 
0.7792190514202089, 0.5661372777164092, 0, 1, 6.975844383239746 
0.10097784873278787, 2.303522994897436, 0, 1, 7.839553356170654 
0.32002926894166167, 1.7476672255496724, 0, 1, 20.729625701904297 
0.4415618971595823, 1.5184132217904627, 0, 1, 6.873830556869507 
0.5660214195436706, 1.235551455436115, 0, 1, 7.039920330047607 
0.6666001463447083, 1.0059853290489806, 0, 1, 6.879840850830078 
0.7046497705048892, 0.9048651972281825, 0, 1, 6.773359060287476 
0.7339852324885252, 0.8151486637700965, 0, 1, 6.757138967514038 
0.7524778819929488, 0.7519192359857466, 0, 1, 6.883776426315308 
0.756402580988492, 0.7372208944441887, 0, 1, 6.875697612762451 
0.7766247588638329, 0.6671097534750059, 0, 1, 6.881479978561401 
0.7783542872347502, 0.6582217248948958, 0, 1, 6.805587291717529 
0.7794186123860839, 0.6473828403924341, 0, 1, 6.81748628616333 
0.7814142220448347, 0.6316831172619828, 0, 1, 7.139569044113159 
0.7884653761724206, 0.6076762408314884, 0, 1, 6.941549301147461 
0.7870684494112952, 0.5994432215448663, 0, 1, 6.840713977813721 
0.7874010510210869, 0.5931503725656081, 0, 1, 6.709325551986694 
0.7912592296946718, 0.5815851043858752, 0, 1, 6.876558542251587 
0.7928557174216723, 0.5741096953176695, 0, 1, 7.0850138664245605 
0.7967138960952571, 0.5627966271130956, 0, 1, 7.05361270904541 
0.7965143351293821, 0.5470801352830849, 0, 1, 6.742627143859863 
0.7967804164172154, 0.5395627617617369, 0, 1, 7.13075852394104 
0.7995742699394665, 0.5355591540866736, 0, 1, 6.677945375442505 
0.8020355218519257, 0.5283160971382449, 0, 1, 6.816961050033569 
0.8010377170225504, 0.5244203343275176, 0, 1, 6.996005296707153 
0.8054945785937604, 0.5196359986353088, 0, 1, 7.152745723724365 
0.8074236679305528, 0.513686048886301, 0, 1, 6.843769788742065 
0.8089536353355951, 0.5086593577236267, 0, 1, 6.980759620666504 
0.8096188385551786, 0.5049559523374423, 0, 1, 6.809139013290405 
0.8102840417747622, 0.4995905037204202, 0, 1, 6.851828575134277 
0.8114814075700126, 0.49765509142210584, 0, 1, 7.10825252532959 
0.8113483669260959, 0.49219416800066323, 0, 1, 6.909132480621338 
0.10011308454732921, 2.303730153491234, 0, 1, 7.689244508743286 
0.25969533692543073, 1.9141644390292674, 0, 1, 20.55453586578369 
0.4500764983702521, 1.5003974496098182, 0, 1, 6.5742082595825195 
0.5382159249650769, 1.2535837292312046, 0, 1, 6.639636278152466 
0.5903013370584713, 1.1188024549146256, 0, 1, 6.83444881439209 
0.6653362602274995, 0.956153129878589, 0, 1, 6.57353663444519 
0.7057806159781813, 0.8563573140412469, 0, 1, 6.829643487930298 
0.7407037850063194, 0.7632749327571438, 0, 1, 6.680546998977661 
0.7447615246457793, 0.7440143135930403, 0, 1, 6.611194610595703 
0.7502161910463646, 0.7262775400758771, 0, 1, 6.484184980392456 
0.7525444023149072, 0.7069195061331482, 0, 1, 6.948228597640991 
0.7542074103638662, 0.6996095101818267, 0, 1, 6.833096027374268 
0.7520122397392404, 0.6920354735847348, 0, 1, 6.959160089492798 
0.7503492316902813, 0.683166042307222, 0, 1, 6.738938093185425 
0.7495509878267811, 0.6775052276297038, 0, 1, 6.928574323654175 
0.7558704184128251, 0.6691877416135222, 0, 1, 6.946671485900879 
0.7562695403445753, 0.6640015622523706, 0, 1, 6.742629289627075 
0.7584647109692011, 0.657575081325261, 0, 1, 6.487962007522583 
0.7623228896427858, 0.6431841167031325, 0, 1, 6.684666395187378 
0.7631876538282445, 0.63871964721011, 0, 1, 6.684911727905273 
0.7613250848134105, 0.6356670257891426, 0, 1, 6.6790611743927 
0.7637863367258697, 0.6282221460543268, 0, 1, 6.681350231170654 
0.7657154260626622, 0.6212658570550337, 0, 1, 6.802969455718994 
0.7676445153994546, 0.61755909789627, 0, 1, 6.737564563751221 
0.7676445153994546, 0.6145249847902973, 0, 1, 7.101170063018799 
0.7669793121798709, 0.6102692138333807, 0, 1, 6.8122594356536865 
