acc, loss, weigths_clients, entropy, temp
0.057229259386055005, 2.312504375819206, 0, 0, 5.032423734664917 
0.11873787515690973, 2.3085537362450452, 0, 0, 3.648240089416504 
0.09985164897866028, 2.361480296708816, 0, 0, 3.705329418182373 
0.28842862033550154, 2.1712975565741677, 0, 0, 3.7145581245422363 
0.5460458747004451, 1.7404231435609836, 0, 0, 3.557194232940674 
0.4003765833618624, 1.837454271815613, 0, 0, 3.655151605606079 
0.5074175510669862, 1.5279585839083059, 0, 0, 3.626765727996826 
0.6763094830537487, 1.201209182847983, 0, 0, 3.531111478805542 
0.63682528814333, 1.1578868993096343, 0, 0, 3.6951749324798584 
0.6305488987789569, 1.098094545364734, 0, 0, 3.7125394344329834 
0.7199018600935753, 0.9340894100693284, 0, 0, 3.561462163925171 
0.6245007417551067, 1.018864760574001, 0, 0, 3.4495351314544678 
0.7063790939176081, 0.8437434594759164, 0, 0, 3.614302396774292 
0.7604701586214767, 0.7277088424122712, 0, 0, 3.468186616897583 
0.7331393358438891, 0.7399417926625351, 0, 0, 3.5078279972076416 
0.7848339609722698, 0.6444096066061965, 0, 0, 3.772249221801758 
0.7354216592491156, 0.7946440860246131, 0, 0, 3.7072319984436035 
0.7538514207463197, 0.7765190266493889, 0, 0, 3.541718006134033 
0.8110806801323748, 0.555499751281231, 0, 0, 3.8414082527160645 
0.8136482939632546, 0.5439794171657923, 0, 0, 3.6713173389434814 
0.8036631290653886, 0.5440347943754595, 0, 0, 3.6024668216705322 
0.8016090380006847, 0.5574559065565999, 0, 0, 3.666261672973633 
0.8227775875841606, 0.49767854543417783, 0, 0, 3.6132781505584717 
0.8165582563049184, 0.527644841415955, 0, 0, 3.720146417617798 
0.8307086614173228, 0.4732606072609801, 0, 0, 3.5338706970214844 
0.864544105899806, 0.4213682095998262, 0, 0, 3.5668773651123047 
0.8383544448248317, 0.46816025753993584, 0, 0, 3.755455493927002 
0.7982996690631062, 0.5397169263494076, 0, 0, 3.4780759811401367 
0.8524477918521054, 0.44138704724443895, 0, 0, 3.6902730464935303 
0.8586671231313477, 0.41341647298719814, 0, 0, 3.7136971950531006 
0.8557001027045532, 0.42161114968429153, 0, 0, 3.54902720451355 
0.12301723154170946, 2.303865701765319, 0, 0, 3.717423677444458 
0.09985164897866028, 2.347646500831775, 0, 0, 3.6438448429107666 
0.1391646696336871, 2.2217975934361744, 0, 0, 3.526803493499756 
0.12889421431016776, 2.235835411444001, 0, 0, 3.5608856678009033 
0.31125185438776676, 2.0715121129368157, 0, 0, 3.5757617950439453 
0.4539541252995549, 1.7329373357281828, 0, 0, 3.7892282009124756 
0.5012552778728746, 1.6309299926250505, 0, 0, 3.7019248008728027 
0.61445851877211, 1.3380387763446902, 0, 0, 3.668851375579834 
0.6492639507018144, 1.152451933549496, 0, 0, 3.65273380279541 
0.6081250713226064, 1.095678767097661, 0, 0, 3.584728240966797 
0.6118909049412302, 1.08572898643253, 0, 0, 3.8627982139587402 
0.6973068583818327, 0.9317254555226229, 0, 0, 3.7210257053375244 
0.6931986762524249, 0.8808315503028223, 0, 0, 3.676104784011841 
0.7358210658450303, 0.7416995456943677, 0, 0, 3.8449549674987793 
0.7677735935182015, 0.7227295802991454, 0, 0, 3.6062440872192383 
0.7790140362889422, 0.6558213822335194, 0, 0, 3.7498042583465576 
0.8469131575944311, 0.527652839799723, 0, 0, 3.756033420562744 
0.8141618167294306, 0.5592032336119743, 0, 0, 3.6384572982788086 
0.8317357069496748, 0.5386999875830294, 0, 0, 3.6952009201049805 
0.7838639735250486, 0.6122758395541235, 0, 0, 3.530691623687744 
0.8184411731142303, 0.5319564870454644, 0, 0, 3.721966028213501 
0.8248887367339952, 0.5068753022052959, 0, 0, 3.5651912689208984 
0.7961314618281411, 0.5560729642935384, 0, 0, 3.793283224105835 
0.8407508844003195, 0.45885844697460565, 0, 0, 3.788742780685425 
0.8523907337669748, 0.43855824732640303, 0, 0, 3.584629774093628 
0.8643158735592833, 0.409232770263739, 0, 0, 3.716883897781372 
0.8591806458975236, 0.42422622164374446, 0, 0, 3.7843596935272217 
0.8783521625014264, 0.3856081853678347, 0, 0, 3.701368808746338 
0.869622275476435, 0.3989001589345518, 0, 0, 3.684842348098755 
