acc,loss
0.05702054794520548, 2.3125686716248395
0.28207762557077626, 2.3402051671221282
0.11398401826484018, 2.6116807967093507
0.16746575342465753, 2.3458332687753267
0.38481735159817354, 1.902428803260896
0.3415525114155251, 1.8563779211983906
0.43561643835616437, 1.6568576684143184
0.37311643835616437, 1.6188389246874728
0.37682648401826485, 1.577581109603864
0.5805936073059361, 1.1853185361507954
0.547203196347032, 1.2781534842169127
0.5780251141552512, 1.175561673245728
0.6836187214611872, 0.8760607072260412
0.7414954337899543, 0.7937515712135285
0.778310502283105, 0.6931657852399252
0.7513127853881278, 0.6943956960951246
0.7079908675799087, 0.8230583244053273
0.7200913242009133, 0.737816613654423
0.7770547945205479, 0.6476657162961748
0.7432077625570777, 0.734254600958919
0.7449771689497717, 0.682331759427356
0.6671232876712329, 0.8991459760480011
0.7987442922374429, 0.588252310962812
0.8112442922374429, 0.5468673651901061
0.782648401826484, 0.6344570019167635
0.8403538812785388, 0.4857934750814439
0.8412671232876713, 0.46761966990321235
0.850513698630137, 0.4561266506898893
0.8408675799086758, 0.47229891149049935
0.8448630136986301, 0.46282126065207235
0.7888698630136987, 0.5716452943616184
0.18139269406392694, 2.298098646663415
0.09977168949771689, 2.39674803434342
0.16261415525114156, 2.5097775037356214
0.2687785388127854, 2.4256585721628223
0.2610730593607306, 2.045032500022677
0.32773972602739726, 2.0250008782545876
0.25610730593607306, 1.8271587072810298
0.4055365296803653, 1.6334434971370224
0.42003424657534244, 1.5669912298564381
0.3550228310502283, 1.7648564870433616
0.585216894977169, 1.0989884184131464
0.6358447488584474, 1.022198142191455
0.5577054794520548, 1.1911950978731443
0.649486301369863, 0.992106442343997
0.8124429223744293, 0.7216669640876068
0.7662671232876712, 0.7027097344908373
0.7256278538812785, 0.7544620158885296
0.6936643835616438, 0.8319367942500825
0.6873287671232877, 0.8199924715884831
0.7518264840182648, 0.6743146333961846
0.7710045662100456, 0.657416793934225
0.8111301369863013, 0.5889458585802214
0.7791666666666667, 0.61891632217614
0.7715182648401826, 0.688914347708134
0.7815068493150685, 0.5686375138623799
0.860730593607306, 0.4637785269204024
0.8413812785388128, 0.5004646056664181
0.8382990867579909, 0.5008428779499413
0.7950342465753425, 0.5688914235911585
0.8042808219178083, 0.5412591457684099
0.8322488584474886, 0.4722912939799134
0.10319634703196347, 2.3038425373903277
0.20884703196347032, 2.4751360621445944
0.20422374429223744, 2.3584140632729436
0.20878995433789954, 2.4982978167157808
0.17117579908675798, 2.2551070385730925
0.42345890410958903, 1.7728133733522655
0.461472602739726, 1.6104067225026317
0.5647260273972603, 1.3991358818837183
0.49149543378995436, 1.3420789681665977
0.45302511415525115, 1.5552598016392183
0.5236301369863013, 1.3804702097542012
0.6554223744292238, 1.0226268363308237
0.6300228310502283, 1.118203092758668
0.7535388127853881, 0.8201081775810575
0.7483447488584475, 0.7365733139608398
0.7689497716894977, 0.7323015244598508
