acc,loss
0.05917564563023773, 2.3126670848116757
0.09953822473063109, 2.4171723658506945
0.09953822473063109, 2.421528693396596
0.20323812781483383, 2.6475272266791974
0.20911008494384584, 2.6853982582759874
0.29958383216464285, 2.1442589834804657
0.287440852859016, 2.215425344650865
0.25260817513254663, 2.149378527829394
0.41639587252722193, 1.8809873248121893
0.38817627273245536, 1.8554731274672198
0.4749444159397982, 1.674183759289601
0.4903939342112764, 1.6740797779222174
0.4626304087566273, 1.5682843062022906
0.42910894475799555, 1.5286602829719818
0.6945442107063451, 1.1387236779510963
0.5958611253634343, 1.1327883683485596
0.47545749957243033, 1.4465968348937253
0.6481956558919104, 1.0621949093384495
0.6309218402599623, 0.9461275481083972
0.6188928795393649, 0.9797445636951628
0.6719115215780173, 0.9687577934071081
0.6228835300153925, 0.9727675563959677
0.6037854170229747, 1.057592916910193
0.7517815403910837, 0.7114816508802315
0.6988769169374608, 0.8421953448967442
0.7964198164300781, 0.6666091248873833
0.7757254432472493, 0.7375760114334476
0.7334245482013568, 0.7400365420467815
0.7072572829371188, 0.9142502148955666
0.7274385724873155, 0.9122143211027431
0.7168918533720997, 0.8780819381346552
0.06538965851433784, 2.3064103767101245
0.10466906105695228, 2.308153203290599
0.19234935294452996, 2.4963052007683597
0.17929422495866826, 2.3924831550776533
0.2481044410238869, 2.365118701832982
0.24930163616669518, 2.2384144890003888
0.22541474260304428, 2.2009552621626227
0.15415312695969444, 2.387536319204867
0.3115557835927256, 1.9601304067435776
0.36708283450202384, 1.7011732204314818
0.3782566558349011, 1.8269044513411181
0.5357163217604469, 1.432192810625267
0.5162761530129412, 1.3886765566403563
0.5451798643178838, 1.38979351123899
0.5183284875434696, 1.4797487492602093
0.601961119662505, 1.1898752330491702
0.5626817171198906, 1.1519689024609374
0.613191950287897, 1.1483637961341326
0.6489937859871159, 1.0330396920489264
0.7112479334131463, 0.9037607299124231
0.7032096231685765, 0.8823596580651223
0.6697451684624594, 0.9259824937419469
0.7089105524200444, 0.8081700084162209
0.6419816430078102, 0.9903724081277709
0.6971096288695058, 0.8821226261298233
0.7223647454535089, 0.7729188306802651
0.7691123653155464, 0.6994503162011063
0.7099937289778234, 0.8426347214525409
0.6265891340288468, 0.888952158490251
0.7439712673165726, 0.751699579739952
0.7732170343766034, 0.6227455272241627
0.13955874807593638, 2.2978147530889976
0.09839803888033749, 2.4618877230849905
0.15198677384413659, 2.4290518540669384
0.10193261501624765, 2.35524248543412
0.10466906105695228, 2.3438427154542114
0.17108488683655435, 2.273218224150264
0.09953822473063109, 2.5931954640492334
0.19366056667236758, 2.022512335740194
0.466963114987743, 1.926250228640075
0.4298500655606864, 1.81451320926356
0.36024171940026223, 1.9839044573933418
0.4618322786614218, 1.6428048477243593
0.5517929422495866, 1.3588022027570352
0.5259677327404367, 1.4135017192650488
0.6310358588449917, 1.2883424844449007
0.6159854056211163, 1.233624968042807
0.6332592212530642, 1.1074728396198377
0.6946582292913744, 0.9325451719643849
0.6840545008836441, 0.9995972779594664
0.7018984094407389, 0.8806245630034301
