acuracia,loss,frr,fpr
0.05702054794520548, 2.3125686716248395
0.21187214611872146, 2.301864724931454, 0.8207227424934923, 0.28924093999872086
0.08093607305936074, 2.433377430344979, 0.9199646579433801, 0.48439523903477344
0.23190639269406393, 2.535174800576514, 0.8237859796855043, 0.34733849901848046
0.2425799086757991, 2.176472600406837, 0.8154659602052402, 0.28472022268496305
0.2913812785388128, 1.879923119037134, 0.7620711747576989, 0.24968902250765607
0.44788812785388127, 1.7837005537345572, 0.6146667614952916, 0.1829475180884003
0.5349315068493151, 1.3952390158671606, 0.5242943214833107, 0.14400061000995987
0.5550228310502283, 1.2473243310787983, 0.4970896916159879, 0.13592317457560527
0.4626712328767123, 1.52807032822376, 0.5850840743864879, 0.16695190290660064
0.5196917808219178, 1.4208984376854088, 0.5352973195400565, 0.15573439424392968
0.5617009132420091, 1.367964314332497, 0.5000717609637495, 0.1470301728563787
0.5925799086757991, 1.171758150463998, 0.46668217340107193, 0.13366019636078605
0.590810502283105, 1.108560993420823, 0.450731145935613, 0.13855326816246968
0.5795662100456621, 1.1720220812275124, 0.4758054452187617, 0.14657484888402758
0.6238013698630137, 1.0275561330117253, 0.42419606306815866, 0.1352695009963254
0.6657534246575343, 0.9078423470710825, 0.3570463638364052, 0.1275946903362475
0.6114155251141552, 0.9927706335601986, 0.4228243205615745, 0.13694091913135237
0.6297945205479452, 0.925669740911703, 0.4142393998407726, 0.13257130773755876
0.767351598173516, 0.6882107692237966, 0.2364254199977326, 0.09663488213984911
0.6472602739726028, 1.0112758562183004, 0.37675406097621184, 0.13394083537988655
0.6656392694063927, 0.8668726275069836, 0.36981450562971896, 0.1236851084704616
0.7090182648401826, 0.7545223147183148, 0.31122473009823, 0.1139256211176851
0.6985159817351598, 0.7774189546175521, 0.3295707089060352, 0.11502745789966357
0.701769406392694, 0.7739254854106776, 0.3379413974578876, 0.12002595814172777
0.6352739726027398, 0.9296082348341623, 0.41014645998187227, 0.14318087471238983
0.7172374429223745, 0.7436031962608153, 0.30819509709803755, 0.10922491193785772
0.7177511415525114, 0.7519504111992006, 0.3064371934508835, 0.10992280737059269
0.6738584474885845, 0.8346061674283177, 0.3668086345969062, 0.12462904872483817
0.6543949771689498, 0.8837373821445631, 0.39318584520366967, 0.131969903677115
0.7157534246575342, 0.7105576840180217, 0.31087611104310475, 0.11372502493010554
0.7306506849315069, 0.6938216869280674, 0.29892785509500736, 0.11334417872075836
0.735730593607306, 0.6751174010885227, 0.29549068062788586, 0.1124957223580534
0.7247146118721461, 0.6921115107816957, 0.3101675194327029, 0.11137834687179145
0.7696347031963471, 0.5963593788130692, 0.2439759883046038, 0.09949873183432302
0.6768264840182648, 0.9503601646430944, 0.35324787644037764, 0.13066848723685667
0.7654680365296803, 0.6042818664647118, 0.2517657589775472, 0.10202619620247744
0.7953196347031963, 0.5572734391821743, 0.21526322608171505, 0.09361678580490247
0.8101027397260274, 0.5358312750722968, 0.1988708881153368, 0.08792053515386637
0.7776255707762557, 0.5767276625243974, 0.2407400205376412, 0.0992269879044616
0.7890410958904109, 0.5515289059556235, 0.22879935388108227, 0.0979177593772867
0.7435502283105023, 0.681364117011563, 0.28041808609418284, 0.10749938678348045
0.7393835616438356, 0.7053576720001846, 0.28549812834469224, 0.1083163260055992
0.776255707762557, 0.5853677339847221, 0.24503732598989636, 0.09814687907588189
0.7392694063926941, 0.6443906658407333, 0.287318589907821, 0.10934072388278915
0.7998287671232877, 0.5274294127125769, 0.21825126998212016, 0.0891125810204363
0.7167808219178082, 0.7488834410699704, 0.30795201479369877, 0.11888541564993423
0.7601027397260274, 0.5953594456635339, 0.25221166071362755, 0.10664279641121828
0.810958904109589, 0.5118289816923085, 0.19661566314309276, 0.08932606081000243
0.7702625570776256, 0.5995728235137253, 0.25560970157496493, 0.1091599996231288
0.8042237442922374, 0.562177907038942, 0.21565671433667602, 0.09051665428749858
0.7670091324200913, 0.6402679248004081, 0.25123093173621996, 0.10388358668666553
0.7346461187214612, 0.7266835081114928, 0.28210531842319164, 0.10914278919421257
0.8144977168949772, 0.504281795496755, 0.201372175123445, 0.0837382796476632
0.7781963470319635, 0.5385246223273668, 0.23901429839157184, 0.09473550070859928
0.81837899543379, 0.482892409498397, 0.1952777502283311, 0.08900601926142672
0.7622146118721461, 0.6000682229201479, 0.25650513607208764, 0.11249777260823712
0.8428082191780822, 0.45242183324837665, 0.166776853022912, 0.08847476513542633
