acuracia,loss,frr,fpr
0.05593926593983675, 2.3128284007230913
0.1308293852388835, 2.547993968145387, 0.8860118770841313, 0.3774808764093454
0.2863747930817969, 2.27158793411514, 0.700553306544845, 0.23900433865690598
0.180033106912495, 2.358977576383779, 0.8349839520667692, 0.38700821624748905
0.35081911067983335, 1.7597482681233587, 0.6606384003441272, 0.21191463456864093
0.3624636109366973, 1.8032000632402159, 0.6347886588837689, 0.2216197217235562
0.49152348878360635, 1.4648344088814644, 0.5195743182921178, 0.15247478919075155
0.41497802385980936, 1.7683796437959147, 0.6015063523304028, 0.2043324472094018
0.43815286260631314, 1.420237793001902, 0.5463169849149763, 0.21988912723479476
0.4532222158799018, 1.4178625490567245, 0.543626080425345, 0.1895486263915908
0.4430618185969519, 1.3776140921436644, 0.5548330235972245, 0.20722680946963576
0.5757748729950339, 1.2241304185800925, 0.42086431997296103, 0.1317748881259917
0.5060220332210743, 1.2482954091761127, 0.5257000082616543, 0.1534692427969498
0.5287973057822936, 1.2532442767570482, 0.4727805822191402, 0.15025053105477673
0.6538615217763571, 1.023038356572541, 0.33828612755936505, 0.10978353554482
0.6245219475997489, 1.1471290438708102, 0.38034051846437295, 0.10956683238698078
0.5450653576117358, 1.2037112771855742, 0.4634870854893046, 0.14433100576709987
0.500770591928763, 1.340927291375071, 0.4875496868235031, 0.17299722154184596
0.5951252925395285, 1.1808494454597092, 0.38907061591346215, 0.13389531470224036
0.5865060791141047, 1.064934456058034, 0.40633723936288285, 0.1452536199117209
0.5847365717221302, 1.1138095340360157, 0.4149095380633954, 0.14500869892660415
0.6309720874479137, 1.0082842141740282, 0.3605356106134528, 0.1250870247864967
0.5749757406244649, 1.1308906857863965, 0.40735641551124124, 0.14138132874276851
0.5656715565956961, 1.1526721380275682, 0.42988841065062894, 0.13956978600391778
0.5557965637308065, 1.1024436327258313, 0.44463134043932434, 0.13224140559112976
0.6149323591529197, 1.0601297118941062, 0.3796489633009115, 0.1287974524291169
0.5793709686625949, 1.2760933590905634, 0.4142142408692892, 0.14926585581233776
0.578743078942862, 1.1646905684222424, 0.41731512060397735, 0.15704508480508492
0.56413037273817, 1.1647860995199903, 0.43977951647408686, 0.14458549423559838
0.5892459615274844, 1.0899799535906556, 0.40450292389014353, 0.12037430401940893
0.5512871739254523, 1.2352501406012772, 0.45430403188269075, 0.14786193784335036
0.5446657914264513, 1.2394446145854343, 0.4503774081540144, 0.14414273392946778
0.5857640276271476, 1.1490723931415232, 0.4038330949434827, 0.12764564006874732
0.6092813516753239, 1.170388225102181, 0.3734181993829104, 0.13521422889212886
0.609395513442548, 1.2470330064652193, 0.3824168160425448, 0.12450058982869949
0.57429077002112, 1.3310952664405742, 0.42138550716325845, 0.14873565473913283
0.5944974028197957, 1.0403333062947058, 0.37675091898335694, 0.12394413609756491
0.6101375649295051, 1.0218460422826416, 0.36555971223390654, 0.1218910886616281
0.5693818140304812, 1.1519197846930134, 0.4137532490371557, 0.145697537821165
0.5543695416405046, 1.181344954984102, 0.4347237610436684, 0.1656202003825109
0.5714938067241281, 1.0469180495057233, 0.4469059342215321, 0.1470004474816611
0.7050059934927793, 1.1266701772908545, 0.28832930178027744, 0.09236577842624856
0.5943832410525715, 1.2720171829916394, 0.386466759872056, 0.12699810642667636
0.4800502311775786, 1.249900468843353, 0.5029259293466716, 0.1654549751345216
0.5328500485187511, 1.252973291227872, 0.4710403997376197, 0.15304919911873255
0.494891260916719, 1.4244827797756638, 0.5149980054777937, 0.17803445176250424
0.5855357040926994, 1.2817515261002181, 0.3786646150783149, 0.12852564003199693
0.5859352702779839, 1.26052068859531, 0.39849402384493865, 0.13351797995889536
0.5038529596438153, 1.3312389059891214, 0.5012967630376023, 0.1649194204061203
0.5600776300017124, 1.2461211987414331, 0.4391711314945998, 0.1607364146917848
0.4568183115474628, 1.3542577655970747, 0.5396794954687699, 0.1796366845711422
0.6213824990010846, 1.0598617238433021, 0.3963764072788567, 0.1251503704400515
