acuracia,loss,frr,fpr, removed, n_clf, tp_removed
0.6424947266404424, 1.0282014801445856, 0.35382660797804794, 0.11640630002120025, 2,2, 2
0.6337723048856964, 0.9611181672119875, 0.3649677249025009, 0.12009056728278314, 2,2, 2
0.710962886950573, 0.9169903451598173, 0.2795445469293654, 0.09692814075715084, 2,3, 2
0.6671227410067841, 1.172401575375552, 0.3273841024371707, 0.11574743464340993, 3,4, 3
0.6144461547232198, 1.1488243185145561, 0.38660847716950514, 0.13165415545568757, 3,3, 3
0.6033293426828573, 1.1039717064950705, 0.4018575912792736, 0.14381082310906165, 1,1, 1
0.6290975428994926, 1.0191937421207642, 0.3672713347768742, 0.12425642684543577, 2,2, 2
0.6919217832506699, 0.8974270590367933, 0.30351533106740003, 0.10704843262142628, 1,1, 1
0.6726526423807081, 0.9165328366268172, 0.3265395622683891, 0.11893676053184306, 1,1, 1
0.7231058662561998, 0.8010626718576906, 0.2731543442620457, 0.09956132608251962, 1,1, 1
0.6963685080668149, 0.823341629834519, 0.2977713402636368, 0.10972765314428613, 2,2, 2
0.6963114987743002, 1.0479556981474798, 0.2898836927210084, 0.10575812894510996, 3,4, 3
0.6055527050909298, 1.0409019122332492, 0.3884977032389664, 0.1353946321770813, 4,4, 4
0.6051536400433271, 1.0301468249646766, 0.397304440163828, 0.14013655384325985, 2,2, 2
0.6828002964483211, 0.9532629194168271, 0.3032722029078187, 0.10609817004130964, 1,1, 1
0.6713984379453851, 1.2034566047274395, 0.3233211036365583, 0.11946178529753837, 2,3, 2
0.655207798871216, 1.1269618406221564, 0.3400499329589136, 0.11560632129760197, 1,1, 1
0.6903255230602588, 0.9802421976137199, 0.2980232897096426, 0.1061133721588383, 2,2, 2
0.6442050054158828, 1.0972957206821707, 0.3543518531602912, 0.11744125883847775, 2,2, 2
0.7381563194800752, 0.9796000952140532, 0.24383382567257567, 0.08992414498350362, 1,1, 1
0.689755430135112, 1.0861174943805127, 0.30715268241563953, 0.11116559213359034, 2,3, 2
0.6189498888318796, 1.0530085562342937, 0.37084407187082696, 0.12665612154563108, 2,2, 2
0.6134199874579557, 1.0979708794224705, 0.3874292020129746, 0.13476696505753513, 0,0, 0
0.6906675788153469, 1.0151976592635732, 0.29351868084214844, 0.10146529674250472, 1,1, 1
0.6950572943389772, 0.9658886549181904, 0.2934806809356885, 0.10241928276899705, 3,3, 3
0.7189441879026282, 0.9362612602410156, 0.26513659179006244, 0.09529658629192317, 3,3, 3
0.7089675617125591, 0.8041637156532043, 0.28121089308928826, 0.1017478809791316, 2,2, 2
0.7520095775611425, 0.7323947897672884, 0.22933967409264, 0.08686533750512465, 3,3, 3
0.7003591585428425, 0.7784528352024355, 0.2958713612899409, 0.10774079640700263, 1,1, 1
0.7321133344735192, 0.75076940167275, 0.2582900663971144, 0.09336115402287863, 1,1, 1
0.7518385496835984, 0.7146797447816471, 0.2249795246444547, 0.0840664525974261, 0,0, 0
0.7579385439826691, 0.7184917354231748, 0.22199588107226997, 0.08293371984334297, 2,2, 2
0.7664899378598712, 0.6946301532596656, 0.22688961262302126, 0.08661351140298251, 2,2, 2
0.783079641981643, 0.8819863713220536, 0.20762172804811604, 0.08232616768329158, 2,3, 2
0.6871330026794368, 0.9216930313638676, 0.3168005291867274, 0.1158827661186565, 3,3, 3
0.6980787868422553, 0.848830453989056, 0.2869977724847945, 0.10513653638682185, 2,2, 2
0.7123881192634399, 0.8170825259508463, 0.27459948277791885, 0.10359721836173445, 3,4, 3
0.6878741234821276, 0.9930483964926758, 0.30250863515288623, 0.11499213495069265, 2,3, 2
0.596260190411037, 1.10384964439813, 0.40247785629729654, 0.14431938431658908, 1,1, 1
0.6943161735362864, 0.9830259661604398, 0.3000447266622109, 0.11094434322700523, 2,2, 2
0.6879311327746422, 0.9269497546262062, 0.3013190850075244, 0.11231756333028642, 3,3, 3
0.7396955703779716, 0.8146698913060129, 0.24656339085794243, 0.09401381495575188, 3,3, 3
0.7249301636166695, 0.8650071025777137, 0.2622983514063154, 0.09327823488863235, 1,1, 1
0.7353058548543413, 0.9469597056184403, 0.2589479990251889, 0.0953264475754572, 2,3, 2
0.725899321589419, 1.321019263861083, 0.26836136034714203, 0.09193615565271644, 2,4, 2
0.630807821674933, 1.2108609880802874, 0.36309426579331466, 0.11638110596518798, 1,1, 1
0.5901601961119662, 1.196637732912908, 0.398128439228031, 0.12918150611807097, 1,1, 1
0.6139330710905878, 1.1612167505691926, 0.3824033942213365, 0.1297778252169781, 4,4, 4
0.6242517530357449, 1.1269289616258147, 0.3663799791365143, 0.12342952685051417, 3,4, 3
0.6328031469129468, 1.1362218961287853, 0.3505622318743684, 0.11268839945341978, 0,0, 0
0.7040647625562967, 0.9826446370901862, 0.28581341066313315, 0.10399150774633802, 0,0, 0
0.7087395245425004, 0.951871412161492, 0.28629779464260424, 0.10693373759402659, 3,3, 3
0.7652927427170629, 0.7969659498375217, 0.22007290403266486, 0.0824970152921639, 0,0, 0
0.6864488911692606, 0.855409818371679, 0.3033166608763901, 0.1141813096469353, 0,0, 0
0.7109058776580582, 0.787049215013642, 0.2820023727904038, 0.10485455668740645, 2,2, 2
0.09400832335670714, 2.301962459001062, 0.9186497646195703, 0.3531350316640354, 0,0, 0
0.09953822473063109, 2.326851530572815, 0.9191641500338066, 0.47940423449083935, 4,4, 4
0.1848241263325922, 2.29717489479817, 0.8356885092657426, 0.30491217559348244, 6,6, 6
0.15523630351747336, 2.258606630477766, 0.8662277079236782, 0.41883713056123123, 2,2, 2
0.13038025198107292, 2.229483539427056, 0.8572328858425426, 0.46882834848248456, 2,3, 2
0.1990194401687475, 2.119262929340839, 0.8143130091113439, 0.40238343303935864, 3,3, 3
0.3062539193888604, 2.0122593719027795, 0.7283676900309488, 0.25747184695665803, 2,2, 2
0.35368565076107406, 1.9670447863926808, 0.6580835028947719, 0.2640895407518656, 1,1, 1
0.4774528248104441, 1.7463337769139882, 0.5227492409311775, 0.15962469045363645, 2,2, 2
0.5049883130950344, 1.8503684392439437, 0.51089603453428, 0.1766275536847652, 3,5, 3
0.4783079641981643, 1.7997598014306835, 0.50862358831573, 0.15680346968726167, 3,4, 3
0.46519582691978795, 1.868226298203416, 0.5561281069114077, 0.18689898359019239, 2,3, 2
0.4808163730688102, 1.7782683723988606, 0.5383463824112902, 0.19328938454880468, 3,3, 3
0.4803602987286928, 1.8226484768298636, 0.5461093505972004, 0.1782751909433694, 2,4, 2
0.4292799726355396, 1.7670800612519346, 0.5736501311183624, 0.21692185090809865, 3,3, 3
0.5434695855424434, 1.5678442841900448, 0.4516269398212431, 0.13352951786451153, 2,2, 2
0.5020238298842712, 1.5510360951941096, 0.4970799998460752, 0.15183620147138518, 2,3, 2
0.5403340744541361, 1.599845514517813, 0.46894585064273353, 0.13685491375577097, 2,3, 2
0.5840031925203808, 1.4569282373560515, 0.4025568663906953, 0.12287847354116083, 1,1, 1
0.6016760731999315, 1.3563692830598557, 0.4010914508427696, 0.12822796090450228, 1,1, 1
0.5465480873382361, 1.4826088522969028, 0.4493145822370145, 0.1415572375192639, 2,4, 2
0.4981471979932729, 1.4427043985653805, 0.511374082326753, 0.14996168273026358, 3,3, 3
0.5771620774186192, 1.3501898788629716, 0.4339449424991051, 0.15221931490768262, 4,4, 4
0.5682116184938145, 1.2406612194776807, 0.43687945416601665, 0.14386877449522947, 3,3, 3
0.6054386865059005, 1.3066062933693834, 0.40107124703961583, 0.1250048037690081, 3,4, 3
0.6707143264352089, 1.1856552341357312, 0.3348918585762553, 0.10799710417909397, 3,3, 3
0.6007639245196967, 1.3739028646773197, 0.3880843641320133, 0.12351769924586355, 2,4, 2
0.6695741405849154, 1.2600246637517631, 0.3260010493984612, 0.10502302465443991, 1,1, 1
0.668034889687019, 1.242463013693392, 0.33492046341776466, 0.10576569315335682, 3,4, 3
0.6068639188187674, 1.192201796907002, 0.3959445876908844, 0.12030916725735652, 2,2, 2
0.5787583376090303, 1.122428036375421, 0.4187600329218132, 0.13091930715617647, 4,4, 4
0.5496835984265436, 1.3162505387203103, 0.463311176248991, 0.1360509876955009, 2,4, 2
0.5776751610512514, 1.2308776428353099, 0.42772797942813084, 0.143426040619562, 1,1, 1
0.584858331908101, 1.1697710502116923, 0.40599316017016096, 0.12215615947823937, 2,2, 2
0.6347414628584459, 1.4556682115813278, 0.3606392482374528, 0.10911599767538098, 2,4, 2
0.5686106835414173, 1.3945715375493948, 0.43722370571400704, 0.12637926034700184, 2,2, 2
0.5620546149022291, 1.357514148782035, 0.4507787775842129, 0.1392075757063961, 2,3, 2
0.5665583490108888, 1.2267106089096005, 0.4394001727006271, 0.14818243898426225, 0,0, 0
0.5178724132033522, 1.2876823547280138, 0.49588132984657174, 0.1667616124952736, 0,0, 0
0.6109115785873097, 1.1034963177809605, 0.39869533297019233, 0.12164956907235198, 3,3, 3
0.6513311669802178, 0.9871581430640332, 0.34383288272043494, 0.10971606318117035, 1,1, 1
0.6525853714155407, 1.1295746149478572, 0.33870279490414923, 0.1065151791371284, 2,3, 2
0.5394789350664159, 1.1923922780487273, 0.46158554915457267, 0.1602390761464189, 2,2, 2
0.6207741861923494, 1.1515079451947139, 0.3652818773800968, 0.1114076694980903, 3,4, 3
0.6169545635938658, 1.1480985187339399, 0.3628432303031225, 0.1172143779248238, 2,2, 2
0.7026965395359444, 0.9793821590748747, 0.29159335470349346, 0.10027913447239183, 2,2, 2
0.6914086996180377, 0.953270790224229, 0.30371592557488464, 0.09894803651462364, 2,2, 2
0.7238469870588906, 0.8641028102653191, 0.2652628253035809, 0.09380765715897542, 0,0, 0
0.6576591984493473, 1.3751588749182848, 0.32812322504844427, 0.12458154394622252, 3,5, 3
0.6558349010888775, 1.3173551832292147, 0.33117289842727915, 0.10417778980216061, 2,3, 2
0.5977994413089334, 1.3698813062961652, 0.3940878533903313, 0.12130056995851321, 3,4, 3
0.6091442905193547, 1.4606277000149044, 0.37893388522282057, 0.11881934781196091, 3,4, 3
0.6110255971723391, 1.3557502758595725, 0.38852474122195835, 0.12265466597785504, 2,2, 2
0.5728863804800183, 1.2479913829236529, 0.43759676454975394, 0.13065476167498866, 2,2, 2
0.5385097770936663, 1.2688129792950607, 0.47039161409841107, 0.16731736447225315, 2,2, 2
0.5958041160709195, 1.0930979954096103, 0.39237655210885364, 0.12864761205660397, 3,3, 3
0.6353115557835928, 1.0342256480759011, 0.350227832442751, 0.11188386335843944, 3,3, 3
0.6164984892537484, 1.0454401747670754, 0.3935790448398678, 0.1280796356309281, 1,1, 1
0.7061170970868251, 0.8703324951702, 0.28253047888229516, 0.09629424384720778, 2,2, 2
0.7427170628812496, 1.225551669715605, 0.24130643854362535, 0.08644217240699525, 2,5, 2
0.5876517872413204, 1.2090373330702158, 0.4090828750643085, 0.1370492582121883, 2,2, 2
0.6302377287497862, 1.1770539329099, 0.3710486752918321, 0.1230398895040463, 2,3, 2
0.6101134484921042, 1.1818453952093284, 0.3989868773831687, 0.12946001667473891, 2,2, 2
0.579328430534177, 1.124901176556224, 0.423691677193845, 0.1383131269608203, 2,2, 2
0.6800068411151018, 0.9675123505292199, 0.3063083885452079, 0.10682381746663298, 2,2, 2
0.614788210478308, 1.150762936388452, 0.3827293309016824, 0.12854669715960687, 2,3, 2
0.6435208939057067, 1.0505302810807755, 0.355128541893616, 0.10970487612445068, 1,1, 1
0.6632461091157859, 1.0004859296975057, 0.32419761161554594, 0.10291336518475752, 2,2, 2
0.6263610968587879, 1.1238597774400616, 0.375176757535889, 0.12651469444682664, 2,3, 2
0.6455162191437204, 1.0625254715671832, 0.35023560753954996, 0.11435398904275877, 2,2, 2
0.7037227068012086, 1.091808911016448, 0.291174763215518, 0.09772395111864939, 2,3, 2
0.6872470212644661, 1.0580433908267832, 0.3104785644321964, 0.10577519326448502, 2,2, 2
0.6079470953765463, 1.0683587772403138, 0.3930920277348116, 0.12468152509654526, 3,3, 3
0.6275582920015963, 1.0720274842020192, 0.38863469975157244, 0.12766035603776937, 6,6, 6
0.6206031583148053, 1.0716500576514598, 0.37813711976371545, 0.12186299365022257, 2,3, 2
0.6881591699447009, 1.0728984608907302, 0.31252843271774206, 0.10730492777792192, 3,4, 3
0.6502479904224389, 1.0170747529657747, 0.34347961772327124, 0.11632327616155021, 2,2, 2
0.7281226839974916, 0.9028198355903893, 0.26651260835820456, 0.09047002657417169, 3,3, 3
0.6993900005700929, 1.242426130224692, 0.2818659295465403, 0.10170956489617793, 3,5, 3
0.6599395701499344, 1.1832449886459193, 0.3381683652557851, 0.1090476536208946, 0,0, 0
0.6544666780685252, 1.0942495964494285, 0.34554826106254666, 0.11273422857782699, 1,1, 1
0.6579442449119206, 0.990553273381308, 0.34312129920151496, 0.1113228553357905, 1,1, 1
0.7316002508408871, 0.9195501964500424, 0.27145462396836834, 0.09181822861705308, 3,3, 3
0.747277806282424, 1.395922399859806, 0.25539572205377625, 0.09010670144006001, 2,5, 2
0.7003591585428425, 1.4774502201510105, 0.2845958149685, 0.09912844179545904, 3,4, 3
0.5639929308477282, 1.4259305039008607, 0.4374812613742258, 0.13561461311047826, 3,3, 3
0.5936377629553617, 1.2570670650762554, 0.4006029846601205, 0.12236188633195551, 3,3, 3
0.6180947494441594, 1.1802640430313662, 0.37881121289169534, 0.11672111544071599, 1,1, 1
0.6356536115386808, 1.082841146032036, 0.3599531342003346, 0.11877095350347158, 0,0, 0
0.7133002679436748, 0.976396563447038, 0.27892582370855346, 0.09214206392840614, 1,1, 1
0.6434068753206773, 1.0920069974174278, 0.3674004720970322, 0.11683067652864454, 2,3, 2
0.6072059745738555, 1.1040489643234093, 0.3956986533565825, 0.12497956246601988, 2,2, 2
0.688330197822245, 0.942160581737174, 0.3016851570675697, 0.09816638959938889, 3,3, 3
0.6850806681489082, 1.3437267383146936, 0.3081542265745355, 0.10297331506119292, 2,4, 2
0.5813807650647056, 1.2707511878678432, 0.4306434044191942, 0.12520792972581582, 1,1, 1
0.6465993957014994, 1.1204170292109246, 0.36386199436060046, 0.10961469749508418, 3,3, 3
0.5765919844934725, 1.2734531423276727, 0.4339680564743172, 0.15048694570592694, 3,4, 3
