acuracia,loss,frr,fpr, removed, n_clf, tp_removed
0.06636921360847742, 2.309387808019819
0.16508644729503624, 2.2274390178046763, 0.9077162751405955, 0.4646170886726026, 0,0, 0
0.1390593047034765, 2.2011860560131993, 0.8761526418596298, 0.472230898749816, 0,0, 0
0.29615170105967653, 2.127128198030913, 0.7810111193493392, 0.31186734356774104, 0,0, 0
0.4142033835285369, 1.971868904622254, 0.716430571433017, 0.2533886323579784, 0,0, 0
0.34504554749953525, 1.848192620873562, 0.7532206810174803, 0.2754152690506931, 0,0, 0
0.4132738427216955, 1.7913910395265469, 0.7039357533711874, 0.20724676561258518, 0,0, 0
0.3839003532255066, 1.7699212371945647, 0.734846765002589, 0.21327203951179924, 0,0, 0
0.5060420152444692, 1.530187981149525, 0.6111659035414316, 0.17401166582150868, 0,0, 0
0.49414389291689903, 1.4807673619845738, 0.5863785820999485, 0.17231849485910766, 0,0, 0
0.6975274214538019, 1.3098078939213942, 0.3799308698466462, 0.11467905728103807, 0,0, 0
0.6097787692879717, 1.251976365063372, 0.5038332010136924, 0.14072889974027858, 0,0, 0
0.6437999628183677, 1.1457976648505404, 0.48316543018199126, 0.1426916146749662, 0,0, 0
0.6053169734151329, 1.1891906897290339, 0.4888382674208254, 0.14572189590182558, 0,0, 0
0.7168618702361034, 0.9881705897474775, 0.388895323320713, 0.11171536182297824, 0,0, 0
0.715932329429262, 0.9485394854356884, 0.38548124319909455, 0.11462232538238046, 0,0, 0
0.6815393195761293, 0.9558845107160286, 0.4336163243084528, 0.13013786275586106, 0,0, 0
0.7616657371258598, 0.8128310271135724, 0.3386864338866611, 0.1000267720883303, 0,0, 0
0.7635248187395427, 0.7949628589398152, 0.3440564006796434, 0.10414426665273022, 0,0, 0
0.7962446551403607, 0.711585234360571, 0.29245070146464813, 0.09052211159053508, 0,0, 0
0.7765383900353225, 0.7311615970280149, 0.31167047980706547, 0.09501704862699345, 0,0, 0
0.8008923591745678, 0.6793968251006525, 0.2600852992568209, 0.08716621827587304, 0,0, 0
0.806283695854248, 0.6427128269975205, 0.2764734183660779, 0.08862361369805236, 0,0, 0
0.8044246142405651, 0.6283605388016116, 0.28254821877734276, 0.08807826570616473, 0,0, 0
0.812790481502138, 0.6125608658403169, 0.28103047944026566, 0.09100909548081607, 0,0, 0
0.8100018590816137, 0.6110756413823134, 0.2737455125819983, 0.0857418064601376, 0,0, 0
0.8215281650864473, 0.5834429341783568, 0.2455668277654061, 0.08242480855870576, 0,0, 0
0.8233872467001301, 0.5800140028035023, 0.23948555901791044, 0.08082647984977416, 0,0, 0
0.8194831753113961, 0.5734618801330456, 0.23874213761672838, 0.08413551125113797, 0,0, 0
0.8233872467001301, 0.5399794537703432, 0.2620210085160805, 0.08707573059427208, 0,0, 0
0.827849042572969, 0.5339554437095858, 0.2503586111000797, 0.08051880078843666, 0,0, 0
0.1238148354712772, 2.307639768474229, 0.8891284954243763, 0.46248637171029583, 0,0, 0
